English,Braille
wish green happy you morning hello jump,⠺⠊⠎⠓ ⠛⠗⠑⠑⠝ ⠓⠁⠏⠏⠽ ⠽⠕⠥ ⠍⠕⠗⠝⠊⠝⠛ ⠓⠑⠇⠇⠕ ⠚⠥⠍⠏
see bright red stay touch walk white,⠎⠑⠑ ⠃⠗⠊⠛⠓⠞ ⠗⠑⠙ ⠎⠞⠁⠽ ⠞⠕⠥⠉⠓ ⠺⠁⠇⠅ ⠺⠓⠊⠞⠑
give laugh think come stay,⠛⠊⠧⠑ ⠇⠁⠥⠛⠓ ⠞⠓⠊⠝⠅ ⠉⠕⠍⠑ ⠎⠞⠁⠽
hello write touch fast blue world come sad,⠓⠑⠇⠇⠕ ⠺⠗⠊⠞⠑ ⠞⠕⠥⠉⠓ ⠋⠁⠎⠞ ⠃⠇⠥⠑ ⠺⠕⠗⠇⠙ ⠉⠕⠍⠑ ⠎⠁⠙
night bright give night open night sad smile,⠝⠊⠛⠓⠞ ⠃⠗⠊⠛⠓⠞ ⠛⠊⠧⠑ ⠝⠊⠛⠓⠞ ⠕⠏⠑⠝ ⠝⠊⠛⠓⠞ ⠎⠁⠙ ⠎⠍⠊⠇⠑
run white write slow,⠗⠥⠝ ⠺⠓⠊⠞⠑ ⠺⠗⠊⠞⠑ ⠎⠇⠕⠺
dream black touch smile dream hold take,⠙⠗⠑⠁⠍ ⠃⠇⠁⠉⠅ ⠞⠕⠥⠉⠓ ⠎⠍⠊⠇⠑ ⠙⠗⠑⠁⠍ ⠓⠕⠇⠙ ⠞⠁⠅⠑
see dark jump write run,⠎⠑⠑ ⠙⠁⠗⠅ ⠚⠥⠍⠏ ⠺⠗⠊⠞⠑ ⠗⠥⠝
come yellow morning moon black sad,⠉⠕⠍⠑ ⠽⠑⠇⠇⠕⠺ ⠍⠕⠗⠝⠊⠝⠛ ⠍⠕⠕⠝ ⠃⠇⠁⠉⠅ ⠎⠁⠙
blue today green jump night stay,⠃⠇⠥⠑ ⠞⠕⠙⠁⠽ ⠛⠗⠑⠑⠝ ⠚⠥⠍⠏ ⠝⠊⠛⠓⠞ ⠎⠞⠁⠽
feel take hate good today,⠋⠑⠑⠇ ⠞⠁⠅⠑ ⠓⠁⠞⠑ ⠛⠕⠕⠙ ⠞⠕⠙⠁⠽
green hello open good open hate,⠛⠗⠑⠑⠝ ⠓⠑⠇⠇⠕ ⠕⠏⠑⠝ ⠛⠕⠕⠙ ⠕⠏⠑⠝ ⠓⠁⠞⠑
happy sad close write green night stay,⠓⠁⠏⠏⠽ ⠎⠁⠙ ⠉⠇⠕⠎⠑ ⠺⠗⠊⠞⠑ ⠛⠗⠑⠑⠝ ⠝⠊⠛⠓⠞ ⠎⠞⠁⠽
hate wish good how white morning take,⠓⠁⠞⠑ ⠺⠊⠎⠓ ⠛⠕⠕⠙ ⠓⠕⠺ ⠺⠓⠊⠞⠑ ⠍⠕⠗⠝⠊⠝⠛ ⠞⠁⠅⠑
close fast come walk red green,⠉⠇⠕⠎⠑ ⠋⠁⠎⠞ ⠉⠕⠍⠑ ⠺⠁⠇⠅ ⠗⠑⠙ ⠛⠗⠑⠑⠝
hold hello black hello,⠓⠕⠇⠙ ⠓⠑⠇⠇⠕ ⠃⠇⠁⠉⠅ ⠓⠑⠇⠇⠕
wish moon blue read see you,⠺⠊⠎⠓ ⠍⠕⠕⠝ ⠃⠇⠥⠑ ⠗⠑⠁⠙ ⠎⠑⠑ ⠽⠕⠥
go see fast love hold come white bring,⠛⠕ ⠎⠑⠑ ⠋⠁⠎⠞ ⠇⠕⠧⠑ ⠓⠕⠇⠙ ⠉⠕⠍⠑ ⠺⠓⠊⠞⠑ ⠃⠗⠊⠝⠛
you touch yellow close white,⠽⠕⠥ ⠞⠕⠥⠉⠓ ⠽⠑⠇⠇⠕⠺ ⠉⠇⠕⠎⠑ ⠺⠓⠊⠞⠑
touch run close think,⠞⠕⠥⠉⠓ ⠗⠥⠝ ⠉⠇⠕⠎⠑ ⠞⠓⠊⠝⠅
you blue fast go,⠽⠕⠥ ⠃⠇⠥⠑ ⠋⠁⠎⠞ ⠛⠕
feel fast dream black,⠋⠑⠑⠇ ⠋⠁⠎⠞ ⠙⠗⠑⠁⠍ ⠃⠇⠁⠉⠅
black dream hello love give hold bring sad,⠃⠇⠁⠉⠅ ⠙⠗⠑⠁⠍ ⠓⠑⠇⠇⠕ ⠇⠕⠧⠑ ⠛⠊⠧⠑ ⠓⠕⠇⠙ ⠃⠗⠊⠝⠛ ⠎⠁⠙
hello sun night smile feel smile close come,⠓⠑⠇⠇⠕ ⠎⠥⠝ ⠝⠊⠛⠓⠞ ⠎⠍⠊⠇⠑ ⠋⠑⠑⠇ ⠎⠍⠊⠇⠑ ⠉⠇⠕⠎⠑ ⠉⠕⠍⠑
love come sun green,⠇⠕⠧⠑ ⠉⠕⠍⠑ ⠎⠥⠝ ⠛⠗⠑⠑⠝
wish send send hello,⠺⠊⠎⠓ ⠎⠑⠝⠙ ⠎⠑⠝⠙ ⠓⠑⠇⠇⠕
hold dream good you love sad see,⠓⠕⠇⠙ ⠙⠗⠑⠁⠍ ⠛⠕⠕⠙ ⠽⠕⠥ ⠇⠕⠧⠑ ⠎⠁⠙ ⠎⠑⠑
black go come read,⠃⠇⠁⠉⠅ ⠛⠕ ⠉⠕⠍⠑ ⠗⠑⠁⠙
go stand wish dark today,⠛⠕ ⠎⠞⠁⠝⠙ ⠺⠊⠎⠓ ⠙⠁⠗⠅ ⠞⠕⠙⠁⠽
are run yellow red yellow walk love,⠁⠗⠑ ⠗⠥⠝ ⠽⠑⠇⠇⠕⠺ ⠗⠑⠙ ⠽⠑⠇⠇⠕⠺ ⠺⠁⠇⠅ ⠇⠕⠧⠑
take run read love,⠞⠁⠅⠑ ⠗⠥⠝ ⠗⠑⠁⠙ ⠇⠕⠧⠑
read laugh touch red sad,⠗⠑⠁⠙ ⠇⠁⠥⠛⠓ ⠞⠕⠥⠉⠓ ⠗⠑⠙ ⠎⠁⠙
walk think bright how love go,⠺⠁⠇⠅ ⠞⠓⠊⠝⠅ ⠃⠗⠊⠛⠓⠞ ⠓⠕⠺ ⠇⠕⠧⠑ ⠛⠕
moon stay moon world,⠍⠕⠕⠝ ⠎⠞⠁⠽ ⠍⠕⠕⠝ ⠺⠕⠗⠇⠙
sad you fast go today write,⠎⠁⠙ ⠽⠕⠥ ⠋⠁⠎⠞ ⠛⠕ ⠞⠕⠙⠁⠽ ⠺⠗⠊⠞⠑
good go feel feel laugh,⠛⠕⠕⠙ ⠛⠕ ⠋⠑⠑⠇ ⠋⠑⠑⠇ ⠇⠁⠥⠛⠓
write are yellow bring read sad walk close,⠺⠗⠊⠞⠑ ⠁⠗⠑ ⠽⠑⠇⠇⠕⠺ ⠃⠗⠊⠝⠛ ⠗⠑⠁⠙ ⠎⠁⠙ ⠺⠁⠇⠅ ⠉⠇⠕⠎⠑
fast blue stand red fast,⠋⠁⠎⠞ ⠃⠇⠥⠑ ⠎⠞⠁⠝⠙ ⠗⠑⠙ ⠋⠁⠎⠞
slow touch feel yellow smile stand,⠎⠇⠕⠺ ⠞⠕⠥⠉⠓ ⠋⠑⠑⠇ ⠽⠑⠇⠇⠕⠺ ⠎⠍⠊⠇⠑ ⠎⠞⠁⠝⠙
go are green red black,⠛⠕ ⠁⠗⠑ ⠛⠗⠑⠑⠝ ⠗⠑⠙ ⠃⠇⠁⠉⠅
hello close happy today,⠓⠑⠇⠇⠕ ⠉⠇⠕⠎⠑ ⠓⠁⠏⠏⠽ ⠞⠕⠙⠁⠽
send black night go moon dream think,⠎⠑⠝⠙ ⠃⠇⠁⠉⠅ ⠝⠊⠛⠓⠞ ⠛⠕ ⠍⠕⠕⠝ ⠙⠗⠑⠁⠍ ⠞⠓⠊⠝⠅
morning you open stay today moon,⠍⠕⠗⠝⠊⠝⠛ ⠽⠕⠥ ⠕⠏⠑⠝ ⠎⠞⠁⠽ ⠞⠕⠙⠁⠽ ⠍⠕⠕⠝
touch come give run close,⠞⠕⠥⠉⠓ ⠉⠕⠍⠑ ⠛⠊⠧⠑ ⠗⠥⠝ ⠉⠇⠕⠎⠑
night today close close moon fast fast,⠝⠊⠛⠓⠞ ⠞⠕⠙⠁⠽ ⠉⠇⠕⠎⠑ ⠉⠇⠕⠎⠑ ⠍⠕⠕⠝ ⠋⠁⠎⠞ ⠋⠁⠎⠞
world green feel world are run hate love,⠺⠕⠗⠇⠙ ⠛⠗⠑⠑⠝ ⠋⠑⠑⠇ ⠺⠕⠗⠇⠙ ⠁⠗⠑ ⠗⠥⠝ ⠓⠁⠞⠑ ⠇⠕⠧⠑
write write hold night today hold send,⠺⠗⠊⠞⠑ ⠺⠗⠊⠞⠑ ⠓⠕⠇⠙ ⠝⠊⠛⠓⠞ ⠞⠕⠙⠁⠽ ⠓⠕⠇⠙ ⠎⠑⠝⠙
feel give read slow run,⠋⠑⠑⠇ ⠛⠊⠧⠑ ⠗⠑⠁⠙ ⠎⠇⠕⠺ ⠗⠥⠝
moon come world walk feel,⠍⠕⠕⠝ ⠉⠕⠍⠑ ⠺⠕⠗⠇⠙ ⠺⠁⠇⠅ ⠋⠑⠑⠇
take dark jump touch walk,⠞⠁⠅⠑ ⠙⠁⠗⠅ ⠚⠥⠍⠏ ⠞⠕⠥⠉⠓ ⠺⠁⠇⠅
touch slow white red,⠞⠕⠥⠉⠓ ⠎⠇⠕⠺ ⠺⠓⠊⠞⠑ ⠗⠑⠙
stand good run see go red,⠎⠞⠁⠝⠙ ⠛⠕⠕⠙ ⠗⠥⠝ ⠎⠑⠑ ⠛⠕ ⠗⠑⠙
world black stay go write hello run,⠺⠕⠗⠇⠙ ⠃⠇⠁⠉⠅ ⠎⠞⠁⠽ ⠛⠕ ⠺⠗⠊⠞⠑ ⠓⠑⠇⠇⠕ ⠗⠥⠝
dark jump fast touch love bring you,⠙⠁⠗⠅ ⠚⠥⠍⠏ ⠋⠁⠎⠞ ⠞⠕⠥⠉⠓ ⠇⠕⠧⠑ ⠃⠗⠊⠝⠛ ⠽⠕⠥
blue bring write moon walk laugh bring touch,⠃⠇⠥⠑ ⠃⠗⠊⠝⠛ ⠺⠗⠊⠞⠑ ⠍⠕⠕⠝ ⠺⠁⠇⠅ ⠇⠁⠥⠛⠓ ⠃⠗⠊⠝⠛ ⠞⠕⠥⠉⠓
red take laugh bright morning how come,⠗⠑⠙ ⠞⠁⠅⠑ ⠇⠁⠥⠛⠓ ⠃⠗⠊⠛⠓⠞ ⠍⠕⠗⠝⠊⠝⠛ ⠓⠕⠺ ⠉⠕⠍⠑
white read walk wish feel how,⠺⠓⠊⠞⠑ ⠗⠑⠁⠙ ⠺⠁⠇⠅ ⠺⠊⠎⠓ ⠋⠑⠑⠇ ⠓⠕⠺
happy green dark see wish,⠓⠁⠏⠏⠽ ⠛⠗⠑⠑⠝ ⠙⠁⠗⠅ ⠎⠑⠑ ⠺⠊⠎⠓
dark stay stay stay are run go how,⠙⠁⠗⠅ ⠎⠞⠁⠽ ⠎⠞⠁⠽ ⠎⠞⠁⠽ ⠁⠗⠑ ⠗⠥⠝ ⠛⠕ ⠓⠕⠺
go happy bright touch hate,⠛⠕ ⠓⠁⠏⠏⠽ ⠃⠗⠊⠛⠓⠞ ⠞⠕⠥⠉⠓ ⠓⠁⠞⠑
close slow red jump red blue walk,⠉⠇⠕⠎⠑ ⠎⠇⠕⠺ ⠗⠑⠙ ⠚⠥⠍⠏ ⠗⠑⠙ ⠃⠇⠥⠑ ⠺⠁⠇⠅
smile green take come night,⠎⠍⠊⠇⠑ ⠛⠗⠑⠑⠝ ⠞⠁⠅⠑ ⠉⠕⠍⠑ ⠝⠊⠛⠓⠞
go world today how take how read go,⠛⠕ ⠺⠕⠗⠇⠙ ⠞⠕⠙⠁⠽ ⠓⠕⠺ ⠞⠁⠅⠑ ⠓⠕⠺ ⠗⠑⠁⠙ ⠛⠕
yellow think red stay stay stay,⠽⠑⠇⠇⠕⠺ ⠞⠓⠊⠝⠅ ⠗⠑⠙ ⠎⠞⠁⠽ ⠎⠞⠁⠽ ⠎⠞⠁⠽
sun red good feel close hate world,⠎⠥⠝ ⠗⠑⠙ ⠛⠕⠕⠙ ⠋⠑⠑⠇ ⠉⠇⠕⠎⠑ ⠓⠁⠞⠑ ⠺⠕⠗⠇⠙
love slow white take white smile wish today,⠇⠕⠧⠑ ⠎⠇⠕⠺ ⠺⠓⠊⠞⠑ ⠞⠁⠅⠑ ⠺⠓⠊⠞⠑ ⠎⠍⠊⠇⠑ ⠺⠊⠎⠓ ⠞⠕⠙⠁⠽
happy you dream wish feel,⠓⠁⠏⠏⠽ ⠽⠕⠥ ⠙⠗⠑⠁⠍ ⠺⠊⠎⠓ ⠋⠑⠑⠇
read hold love close laugh come,⠗⠑⠁⠙ ⠓⠕⠇⠙ ⠇⠕⠧⠑ ⠉⠇⠕⠎⠑ ⠇⠁⠥⠛⠓ ⠉⠕⠍⠑
wish you you white fast send world,⠺⠊⠎⠓ ⠽⠕⠥ ⠽⠕⠥ ⠺⠓⠊⠞⠑ ⠋⠁⠎⠞ ⠎⠑⠝⠙ ⠺⠕⠗⠇⠙
close world world you stand,⠉⠇⠕⠎⠑ ⠺⠕⠗⠇⠙ ⠺⠕⠗⠇⠙ ⠽⠕⠥ ⠎⠞⠁⠝⠙
dream dream fast run stay,⠙⠗⠑⠁⠍ ⠙⠗⠑⠁⠍ ⠋⠁⠎⠞ ⠗⠥⠝ ⠎⠞⠁⠽
close hate feel white,⠉⠇⠕⠎⠑ ⠓⠁⠞⠑ ⠋⠑⠑⠇ ⠺⠓⠊⠞⠑
walk take jump laugh today white bright,⠺⠁⠇⠅ ⠞⠁⠅⠑ ⠚⠥⠍⠏ ⠇⠁⠥⠛⠓ ⠞⠕⠙⠁⠽ ⠺⠓⠊⠞⠑ ⠃⠗⠊⠛⠓⠞
jump moon send you,⠚⠥⠍⠏ ⠍⠕⠕⠝ ⠎⠑⠝⠙ ⠽⠕⠥
love read love dream red send take hold,⠇⠕⠧⠑ ⠗⠑⠁⠙ ⠇⠕⠧⠑ ⠙⠗⠑⠁⠍ ⠗⠑⠙ ⠎⠑⠝⠙ ⠞⠁⠅⠑ ⠓⠕⠇⠙
you stand yellow write blue night,⠽⠕⠥ ⠎⠞⠁⠝⠙ ⠽⠑⠇⠇⠕⠺ ⠺⠗⠊⠞⠑ ⠃⠇⠥⠑ ⠝⠊⠛⠓⠞
how go think today,⠓⠕⠺ ⠛⠕ ⠞⠓⠊⠝⠅ ⠞⠕⠙⠁⠽
run blue how today,⠗⠥⠝ ⠃⠇⠥⠑ ⠓⠕⠺ ⠞⠕⠙⠁⠽
are happy yellow are wish walk,⠁⠗⠑ ⠓⠁⠏⠏⠽ ⠽⠑⠇⠇⠕⠺ ⠁⠗⠑ ⠺⠊⠎⠓ ⠺⠁⠇⠅
bright you red sad yellow jump,⠃⠗⠊⠛⠓⠞ ⠽⠕⠥ ⠗⠑⠙ ⠎⠁⠙ ⠽⠑⠇⠇⠕⠺ ⠚⠥⠍⠏
wish stay fast good how,⠺⠊⠎⠓ ⠎⠞⠁⠽ ⠋⠁⠎⠞ ⠛⠕⠕⠙ ⠓⠕⠺
how smile send stay hello hate,⠓⠕⠺ ⠎⠍⠊⠇⠑ ⠎⠑⠝⠙ ⠎⠞⠁⠽ ⠓⠑⠇⠇⠕ ⠓⠁⠞⠑
touch how hello bright you fast,⠞⠕⠥⠉⠓ ⠓⠕⠺ ⠓⠑⠇⠇⠕ ⠃⠗⠊⠛⠓⠞ ⠽⠕⠥ ⠋⠁⠎⠞
jump hello night stand,⠚⠥⠍⠏ ⠓⠑⠇⠇⠕ ⠝⠊⠛⠓⠞ ⠎⠞⠁⠝⠙
write yellow fast love,⠺⠗⠊⠞⠑ ⠽⠑⠇⠇⠕⠺ ⠋⠁⠎⠞ ⠇⠕⠧⠑
sad dream close go bright dream white touch,⠎⠁⠙ ⠙⠗⠑⠁⠍ ⠉⠇⠕⠎⠑ ⠛⠕ ⠃⠗⠊⠛⠓⠞ ⠙⠗⠑⠁⠍ ⠺⠓⠊⠞⠑ ⠞⠕⠥⠉⠓
green touch dark morning close walk think,⠛⠗⠑⠑⠝ ⠞⠕⠥⠉⠓ ⠙⠁⠗⠅ ⠍⠕⠗⠝⠊⠝⠛ ⠉⠇⠕⠎⠑ ⠺⠁⠇⠅ ⠞⠓⠊⠝⠅
bring dream hate green send hold think jump,⠃⠗⠊⠝⠛ ⠙⠗⠑⠁⠍ ⠓⠁⠞⠑ ⠛⠗⠑⠑⠝ ⠎⠑⠝⠙ ⠓⠕⠇⠙ ⠞⠓⠊⠝⠅ ⠚⠥⠍⠏
hate take feel black,⠓⠁⠞⠑ ⠞⠁⠅⠑ ⠋⠑⠑⠇ ⠃⠇⠁⠉⠅
green stay see bright happy,⠛⠗⠑⠑⠝ ⠎⠞⠁⠽ ⠎⠑⠑ ⠃⠗⠊⠛⠓⠞ ⠓⠁⠏⠏⠽
jump today write you,⠚⠥⠍⠏ ⠞⠕⠙⠁⠽ ⠺⠗⠊⠞⠑ ⠽⠕⠥
happy hate black hate smile see hello,⠓⠁⠏⠏⠽ ⠓⠁⠞⠑ ⠃⠇⠁⠉⠅ ⠓⠁⠞⠑ ⠎⠍⠊⠇⠑ ⠎⠑⠑ ⠓⠑⠇⠇⠕
stay white run sad run black fast white,⠎⠞⠁⠽ ⠺⠓⠊⠞⠑ ⠗⠥⠝ ⠎⠁⠙ ⠗⠥⠝ ⠃⠇⠁⠉⠅ ⠋⠁⠎⠞ ⠺⠓⠊⠞⠑
bring slow see feel stand you send bring,⠃⠗⠊⠝⠛ ⠎⠇⠕⠺ ⠎⠑⠑ ⠋⠑⠑⠇ ⠎⠞⠁⠝⠙ ⠽⠕⠥ ⠎⠑⠝⠙ ⠃⠗⠊⠝⠛
blue love think go love,⠃⠇⠥⠑ ⠇⠕⠧⠑ ⠞⠓⠊⠝⠅ ⠛⠕ ⠇⠕⠧⠑
stay morning dark stay red,⠎⠞⠁⠽ ⠍⠕⠗⠝⠊⠝⠛ ⠙⠁⠗⠅ ⠎⠞⠁⠽ ⠗⠑⠙
touch slow run go go hate smile,⠞⠕⠥⠉⠓ ⠎⠇⠕⠺ ⠗⠥⠝ ⠛⠕ ⠛⠕ ⠓⠁⠞⠑ ⠎⠍⠊⠇⠑
send see world close stand fast sun,⠎⠑⠝⠙ ⠎⠑⠑ ⠺⠕⠗⠇⠙ ⠉⠇⠕⠎⠑ ⠎⠞⠁⠝⠙ ⠋⠁⠎⠞ ⠎⠥⠝
bring send black love jump fast jump jump,⠃⠗⠊⠝⠛ ⠎⠑⠝⠙ ⠃⠇⠁⠉⠅ ⠇⠕⠧⠑ ⠚⠥⠍⠏ ⠋⠁⠎⠞ ⠚⠥⠍⠏ ⠚⠥⠍⠏
walk red hate send go sad jump,⠺⠁⠇⠅ ⠗⠑⠙ ⠓⠁⠞⠑ ⠎⠑⠝⠙ ⠛⠕ ⠎⠁⠙ ⠚⠥⠍⠏
blue jump write write yellow,⠃⠇⠥⠑ ⠚⠥⠍⠏ ⠺⠗⠊⠞⠑ ⠺⠗⠊⠞⠑ ⠽⠑⠇⠇⠕⠺
hold white good blue,⠓⠕⠇⠙ ⠺⠓⠊⠞⠑ ⠛⠕⠕⠙ ⠃⠇⠥⠑
you world world hold blue red see read,⠽⠕⠥ ⠺⠕⠗⠇⠙ ⠺⠕⠗⠇⠙ ⠓⠕⠇⠙ ⠃⠇⠥⠑ ⠗⠑⠙ ⠎⠑⠑ ⠗⠑⠁⠙
dream are jump write send love how see,⠙⠗⠑⠁⠍ ⠁⠗⠑ ⠚⠥⠍⠏ ⠺⠗⠊⠞⠑ ⠎⠑⠝⠙ ⠇⠕⠧⠑ ⠓⠕⠺ ⠎⠑⠑
hold happy read come,⠓⠕⠇⠙ ⠓⠁⠏⠏⠽ ⠗⠑⠁⠙ ⠉⠕⠍⠑
slow read hate go happy send sun,⠎⠇⠕⠺ ⠗⠑⠁⠙ ⠓⠁⠞⠑ ⠛⠕ ⠓⠁⠏⠏⠽ ⠎⠑⠝⠙ ⠎⠥⠝
happy world white red take night run write,⠓⠁⠏⠏⠽ ⠺⠕⠗⠇⠙ ⠺⠓⠊⠞⠑ ⠗⠑⠙ ⠞⠁⠅⠑ ⠝⠊⠛⠓⠞ ⠗⠥⠝ ⠺⠗⠊⠞⠑
touch dark green fast you,⠞⠕⠥⠉⠓ ⠙⠁⠗⠅ ⠛⠗⠑⠑⠝ ⠋⠁⠎⠞ ⠽⠕⠥
walk bright take laugh,⠺⠁⠇⠅ ⠃⠗⠊⠛⠓⠞ ⠞⠁⠅⠑ ⠇⠁⠥⠛⠓
stay morning red give,⠎⠞⠁⠽ ⠍⠕⠗⠝⠊⠝⠛ ⠗⠑⠙ ⠛⠊⠧⠑
feel today love think hold hate morning,⠋⠑⠑⠇ ⠞⠕⠙⠁⠽ ⠇⠕⠧⠑ ⠞⠓⠊⠝⠅ ⠓⠕⠇⠙ ⠓⠁⠞⠑ ⠍⠕⠗⠝⠊⠝⠛
fast hate run world,⠋⠁⠎⠞ ⠓⠁⠞⠑ ⠗⠥⠝ ⠺⠕⠗⠇⠙
bring go today white hate,⠃⠗⠊⠝⠛ ⠛⠕ ⠞⠕⠙⠁⠽ ⠺⠓⠊⠞⠑ ⠓⠁⠞⠑
moon jump stand send sun feel morning,⠍⠕⠕⠝ ⠚⠥⠍⠏ ⠎⠞⠁⠝⠙ ⠎⠑⠝⠙ ⠎⠥⠝ ⠋⠑⠑⠇ ⠍⠕⠗⠝⠊⠝⠛
come smile stand feel feel open white,⠉⠕⠍⠑ ⠎⠍⠊⠇⠑ ⠎⠞⠁⠝⠙ ⠋⠑⠑⠇ ⠋⠑⠑⠇ ⠕⠏⠑⠝ ⠺⠓⠊⠞⠑
fast give how write world white,⠋⠁⠎⠞ ⠛⠊⠧⠑ ⠓⠕⠺ ⠺⠗⠊⠞⠑ ⠺⠕⠗⠇⠙ ⠺⠓⠊⠞⠑
love walk take run read,⠇⠕⠧⠑ ⠺⠁⠇⠅ ⠞⠁⠅⠑ ⠗⠥⠝ ⠗⠑⠁⠙
hate are laugh sad,⠓⠁⠞⠑ ⠁⠗⠑ ⠇⠁⠥⠛⠓ ⠎⠁⠙
smile see yellow black you world,⠎⠍⠊⠇⠑ ⠎⠑⠑ ⠽⠑⠇⠇⠕⠺ ⠃⠇⠁⠉⠅ ⠽⠕⠥ ⠺⠕⠗⠇⠙
think are sun sun moon,⠞⠓⠊⠝⠅ ⠁⠗⠑ ⠎⠥⠝ ⠎⠥⠝ ⠍⠕⠕⠝
morning how bright today,⠍⠕⠗⠝⠊⠝⠛ ⠓⠕⠺ ⠃⠗⠊⠛⠓⠞ ⠞⠕⠙⠁⠽
happy come how walk world write morning,⠓⠁⠏⠏⠽ ⠉⠕⠍⠑ ⠓⠕⠺ ⠺⠁⠇⠅ ⠺⠕⠗⠇⠙ ⠺⠗⠊⠞⠑ ⠍⠕⠗⠝⠊⠝⠛
send close sad smile you black blue,⠎⠑⠝⠙ ⠉⠇⠕⠎⠑ ⠎⠁⠙ ⠎⠍⠊⠇⠑ ⠽⠕⠥ ⠃⠇⠁⠉⠅ ⠃⠇⠥⠑
laugh go how yellow feel take blue,⠇⠁⠥⠛⠓ ⠛⠕ ⠓⠕⠺ ⠽⠑⠇⠇⠕⠺ ⠋⠑⠑⠇ ⠞⠁⠅⠑ ⠃⠇⠥⠑
black world today sad sad,⠃⠇⠁⠉⠅ ⠺⠕⠗⠇⠙ ⠞⠕⠙⠁⠽ ⠎⠁⠙ ⠎⠁⠙
night bright night moon dark green,⠝⠊⠛⠓⠞ ⠃⠗⠊⠛⠓⠞ ⠝⠊⠛⠓⠞ ⠍⠕⠕⠝ ⠙⠁⠗⠅ ⠛⠗⠑⠑⠝
you stand sun hate hate bright,⠽⠕⠥ ⠎⠞⠁⠝⠙ ⠎⠥⠝ ⠓⠁⠞⠑ ⠓⠁⠞⠑ ⠃⠗⠊⠛⠓⠞
sad hold dream touch you come give,⠎⠁⠙ ⠓⠕⠇⠙ ⠙⠗⠑⠁⠍ ⠞⠕⠥⠉⠓ ⠽⠕⠥ ⠉⠕⠍⠑ ⠛⠊⠧⠑
smile today feel moon fast,⠎⠍⠊⠇⠑ ⠞⠕⠙⠁⠽ ⠋⠑⠑⠇ ⠍⠕⠕⠝ ⠋⠁⠎⠞
bring red see see green happy,⠃⠗⠊⠝⠛ ⠗⠑⠙ ⠎⠑⠑ ⠎⠑⠑ ⠛⠗⠑⠑⠝ ⠓⠁⠏⠏⠽
think run you stand think night moon walk,⠞⠓⠊⠝⠅ ⠗⠥⠝ ⠽⠕⠥ ⠎⠞⠁⠝⠙ ⠞⠓⠊⠝⠅ ⠝⠊⠛⠓⠞ ⠍⠕⠕⠝ ⠺⠁⠇⠅
bring hate touch sad give how,⠃⠗⠊⠝⠛ ⠓⠁⠞⠑ ⠞⠕⠥⠉⠓ ⠎⠁⠙ ⠛⠊⠧⠑ ⠓⠕⠺
good happy sun walk walk smile happy,⠛⠕⠕⠙ ⠓⠁⠏⠏⠽ ⠎⠥⠝ ⠺⠁⠇⠅ ⠺⠁⠇⠅ ⠎⠍⠊⠇⠑ ⠓⠁⠏⠏⠽
see are hello green,⠎⠑⠑ ⠁⠗⠑ ⠓⠑⠇⠇⠕ ⠛⠗⠑⠑⠝
bright feel bright blue today love,⠃⠗⠊⠛⠓⠞ ⠋⠑⠑⠇ ⠃⠗⠊⠛⠓⠞ ⠃⠇⠥⠑ ⠞⠕⠙⠁⠽ ⠇⠕⠧⠑
wish wish dark laugh,⠺⠊⠎⠓ ⠺⠊⠎⠓ ⠙⠁⠗⠅ ⠇⠁⠥⠛⠓
dark morning stand wish today jump write world,⠙⠁⠗⠅ ⠍⠕⠗⠝⠊⠝⠛ ⠎⠞⠁⠝⠙ ⠺⠊⠎⠓ ⠞⠕⠙⠁⠽ ⠚⠥⠍⠏ ⠺⠗⠊⠞⠑ ⠺⠕⠗⠇⠙
stand hold stand open fast laugh you touch,⠎⠞⠁⠝⠙ ⠓⠕⠇⠙ ⠎⠞⠁⠝⠙ ⠕⠏⠑⠝ ⠋⠁⠎⠞ ⠇⠁⠥⠛⠓ ⠽⠕⠥ ⠞⠕⠥⠉⠓
yellow touch happy are hate dream,⠽⠑⠇⠇⠕⠺ ⠞⠕⠥⠉⠓ ⠓⠁⠏⠏⠽ ⠁⠗⠑ ⠓⠁⠞⠑ ⠙⠗⠑⠁⠍
hate run moon world wish,⠓⠁⠞⠑ ⠗⠥⠝ ⠍⠕⠕⠝ ⠺⠕⠗⠇⠙ ⠺⠊⠎⠓
laugh hold how close run hold today run,⠇⠁⠥⠛⠓ ⠓⠕⠇⠙ ⠓⠕⠺ ⠉⠇⠕⠎⠑ ⠗⠥⠝ ⠓⠕⠇⠙ ⠞⠕⠙⠁⠽ ⠗⠥⠝
good sad bright send night,⠛⠕⠕⠙ ⠎⠁⠙ ⠃⠗⠊⠛⠓⠞ ⠎⠑⠝⠙ ⠝⠊⠛⠓⠞
write jump night world today touch feel,⠺⠗⠊⠞⠑ ⠚⠥⠍⠏ ⠝⠊⠛⠓⠞ ⠺⠕⠗⠇⠙ ⠞⠕⠙⠁⠽ ⠞⠕⠥⠉⠓ ⠋⠑⠑⠇
sun good night think are blue,⠎⠥⠝ ⠛⠕⠕⠙ ⠝⠊⠛⠓⠞ ⠞⠓⠊⠝⠅ ⠁⠗⠑ ⠃⠇⠥⠑
see think slow see sad,⠎⠑⠑ ⠞⠓⠊⠝⠅ ⠎⠇⠕⠺ ⠎⠑⠑ ⠎⠁⠙
